symbol,name,sector,industry
ORIENTCER,Orient Ceratech Limited,,
ORIENTELEC,Orient Electric Limited,,
ORIENTHOT,Oriental Hotels Limited,,
ORIENTLTD,Orient Press Limited,,
ORIENTPPR,Orient Paper & Industries Limited,,
ORIENTTECH,Orient Technologies Limited,,
ORISSAMINE,The Orissa Minerals Development Company Limited,,
ORKLAINDIA,Orkla India Limited,,
ORTINGLOBE,Ortin Global Limited,,
OSELDEVICE,Osel Devices Limited,,
OSIAHYPER,Osia Hyper Retail Limited,,
OSWALAGRO,Oswal Agro Mills Limited,,
OSWALGREEN,Oswal Greentech Limited,,
OSWALPUMPS,Oswal Pumps Limited,,
OSWALSEEDS,ShreeOswal Seeds and Chemicals Limited,,
OWAIS,Owais Metal and Mineral Processing Limited,,
PACEDIGITK,Pace Digitek Limited,,
PAGEIND,Page Industries Limited,,
PAISALO,Paisalo Digital Limited,,
PAKKA,Pakka Limited,,
PALASHSECU,Palash Securities Limited,,
PALREDTEC,Palred Technologies Limited,,
PANACEABIO,Panacea Biotec Limited,,
PANACHE,Panache Digilife Limited,,
PANAMAPET,Panama Petrochem Limited,,
PANSARI,Pansari Developers Limited,,
PAR,Par Drugs and Chemicals Limited,,
PARACABLES,Paramount Communications Limited,,
PARADEEP,Paradeep Phosphates Limited,,
PARAGMILK,Parag Milk Foods Limited,,
PARAGON,Paragon Fine And Speciality Chemical Limited,,
PARAMATRIX,Paramatrix Technologies Limited,,
PARAMOUNT,Paramount Dye Tec Limited,,
PARAMPARA,Parampara Dairy Delights Limited,,
PARAS,Paras Defence and Space Technologies Limited,,
PARASPETRO,Paras Petrofils Limited,,
PARIN,Parin Enterprises Limited,,
PARKHOSPS,Park Medi World Limited,,
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,,
PARSVNATH,Parsvnath Developers Limited,,
PARTH,Parth Electricals & Engineering Limited,,
PARTYCRUS,Party Cruisers Limited,,
PASHUPATI,Pashupati Cotspin Limited,,
PASUPTAC,Pasupati Acrylon Limited,,
PATANJALI,Patanjali Foods Limited,,
PATELENG,Patel Engineering Limited,,
PATELRMART,Patel Retail Limited,,
PATILAUTOM,Patil Automation Limited,,
PATINTLOG,Patel Integrated Logistics Limited,,
PATTECH,Pattech Fitwell Tube Components Limited,,
PAUSHAKLTD,Paushak Limited,,
PAVNAIND,Pavna Industries Limited,,
PAYTM,One97 Communications Limited,,
PCBL,PCBL Chemical Limited,,
PCCL,Petro Carbon and Chemicals Limited,,
PCJEWELLER,PC Jeweller Limited,,
PDMJEPAPER,Pudumjee Paper Products Limited,,
PDSL,PDS Limited,,
PDUMJEIND,3P Land Holdings Limited,,
PEARLPOLY,Pearl Polymers Limited,,
PELATRO,Pelatro Limited,,
PENIND,Pennar Industries Limited,,
PENINLAND,Peninsula Land Limited,,
PENTAGON,Pentagon Rubber Limited,,
PERSISTENT,Persistent Systems Limited,,
PETRONET,Petronet LNG Limited,,
PFC,Power Finance Corporation Limited,,
PFIZER,Pfizer Limited,,
PFOCUS,Prime Focus Limited,,
PFS,PTC India Financial Services Limited,,
PGEL,PG Electroplast Limited,,
PGHH,Procter & Gamble Hygiene and Health Care Limited,,
PGHL,Procter & Gamble Health Limited,,
PGIL,Pearl Global Industries Limited,,
PGINVIT,Powergrid Infrastructure Investment Trust,,
PHANTOMFX,Phantom Digital Effects Limited,,
PHOENIXLTD,The Phoenix Mills Limited,,
PHOGLOBAL,Phoenix Overseas Limited,,
PICCADIL,Piccadily Agro Industries Limited,,
PIDILITIND,Pidilite Industries Limited,,
PIGL,Power & Instrumental (Gujarat) Limited,,
PIIND,PI Industries Limited,,
PILANIINVS,Pilani Investment and Industries Corporation Limited,,
PILITA,Pil Italica Lifestyle Limited,,
PINELABS,Pine Labs Limited,,
PIONEEREMB,Pioneer Embroideries Limited,,
PIONRINV,Pioneer Investcorp Limited,,
PIRAMALFIN,Piramal Finance Limited,,
PITTIENG,Pitti Engineering Limited,,
PIXTRANS,PIX Transmissions Limited,,
PKTEA,The Peria Karamalai Tea and Produce Company Limited,,
PLADAINFO,Plada Infotech Services Limited,,
PLASTIBLEN,Plastiblends India Limited,,
PLATIND,Platinum Industries Limited,,
PLAZACABLE,Plaza Wires Limited,,
PML,Paul Merchants Limited,,
PNB,Punjab National Bank,,
PNBGILTS,PNB Gilts Ltd.,,
PNBHOUSING,PNB Housing Finance Limited,,
PNC,Pritish Nandy Communications Ltd,,
PNCINFRA,PNC Infratech Limited,,
PNGJL,P N Gadgil Jewellers Limited,,
PNGSREVA,PNGS Reva Diamond Jewellery Limited,,
POCL,Pondy Oxides And Chemicals Limited,,
PODDARHOUS,Poddar Housing and Development Limited,,
PODDARMENT,Poddar Pigments Limited,,
POKARNA,Pokarna Limited,,
POLICYBZR,PB Fintech Limited,,
POLYCAB,Polycab India Limited,,
POLYMED,Poly Medicure Limited,,
POLYPLEX,Polyplex Corporation Limited,,
POLYSIL,Polysil Irrigation Systems Limited,,
PONNIERODE,Ponni Sugars (Erode) Limited,,
POONAWALLA,Poonawalla Fincorp Limited,,
POSITRON,Positron Energy Limited,,
POWERGRID,Power Grid Corporation of India Limited,,
POWERICA,Powerica Limited,,
POWERINDIA,Hitachi Energy India Limited,,
POWERMECH,Power Mech Projects Limited,,
PPAP,PPAP Automotive Limited,,
PPL,Prakash Pipes Limited,,
PPLPHARMA,Piramal Pharma Limited,,
PPSL,Picturepost Studios Limited,,
PRABHA,Prabha Energy Limited,,
PRABHAPP1,Prabha Energy Limited,,
PRADPME,Pradeep Metals Limited,,
PRAENG,Prajay Engineers Syndicate Limited,,
PRAJIND,Praj Industries Limited,,
PRAKASH,Prakash Industries Limited,,
PRAKASHSTL,Prakash Steelage Limited,,
PRAMARA,Pramara Promotions Limited,,
PRANIK,Pranik Logistics Limited,,
PRATHAM,Pratham EPC Projects Limited,,
PRAVEG,Praveg Limited,,
PRAXIS,Praxis Home Retail Limited,,
PRECAM,Precision Camshafts Limited,,
PRECISION,Precision Metaliks Limited,,
PRECOT,Precot Limited,,
PRECWIRE,Precision Wires India Limited,,
PREMCO,Premco Global Limited,,
PREMEXPLN,Premier Explosives Limited,,
PREMIER,Premier Limited,,
PREMIERENE,Premier Energies Limited,,
PREMIERPOL,Premier Polyfilm Ltd.,,
PREMIUM,Premium Plast Limited,,
PRESSTONIC,Presstonic Engineering Limited,,
PRESTIGE,Prestige Estates Projects Limited,,
PRICOLLTD,Pricol Limited,,
PRIMECAB,Prime Cable Industries Limited,,
PRIMESECU,Prime Securities Limited,,
PRIMO,Primo Chemicals Limited,,
PRINCEPIPE,Prince Pipes and Fittings Limited,,
PRITI,Priti International Limited,,
PRITIKA,Pritika Engineering Components Limited,,
PRITIKAUTO,Pritika Auto Industries Limited,,
PRIVISCL,Privi Speciality Chemicals Limited,,
PRIZOR,Prizor Viztech Limited,,
PRLIND,Premier Roadlines Limited,,
PROFX,PRO FX Tech Limited,,
PROLIFE,Prolife Industries Limited,,
PROPEQUITY,P.E. Analytics Limited,,
PROPSHOP,Propshop Events And Exhibitions Limited,,
PROSTARM,Prostarm Info Systems Limited,,
PROTEAN,Protean eGov Technologies Limited,,
PROV,Proventus Agrocom Limited,,
PROZONER,Prozone Realty Limited,,
PRSMJOHNSN,Prism Johnson Limited,,
PRUDENT,Prudent Corporate Advisory Services Limited,,
PRUDMOULI,Prudential Sugar Corporation Ltd.,,
PSB,Punjab & Sind Bank,,
PSFL,Paramount Speciality Forgings Limited,,
PSPPROJECT,PSP Projects Limited,,
PSRAJ,P S Raj Steels Limited,,
PTC,PTC India Limited,,
PTCIL,PTC Industries Limited,,
PTL,PTL Enterprises Limited,,
PULZ,Pulz Electronics Limited,,
PUNJABCHEM,Punjab Chemicals and Crop Protection Limited,,
PURPLEUTED,Purple United Sales Limited,,
PURVA,Puravankara Limited,,
PURVFLEXI,Purv Flexipack Limited,,
PUSHPA,Pushpa Jewellers Limited,,
PVP,PVP Ventures Limited,,
PVRINOX,PVR INOX Limited,,
PVSL,Popular Vehicles and Services Limited,,
PWL,Physicswallah Limited,,
PYRAMID,Pyramid Technoplast Limited,,
QFIL,Quality Foils (India) Limited,,
QLINE,Q-Line Biotech Limited,,
QMSMEDI,QMS Medical Allied Services Limited,,
QPOWER,Quality Power Electrical Equipments Limited,,
QUADFUTURE,Quadrant Future Tek Limited,,
QUADPRO,Quadpro ITeS Limited,,
QUESS,Quess Corp Limited,,
QUESTLAB,Quest Laboratories Limited,,
QUICKHEAL,Quick Heal Technologies Limited,,
QUICKTOUCH,Quicktouch Technologies Limited,,
QUINT,Quint Digital Limited,,
QVCEL,QVC Exports Limited,,
RACE,Race Eco Chain Limited,,
RACLGEAR,RACL Geartech Limited,,
RADAAN,Radaan Mediaworks India Limited,,
RADHIKAJWE,Radhika Jeweltech Limited,,
RADIANTCMS,Radiant Cash Management Services Limited,,
RADICO,Radico Khaitan Limited,,
RADIOCITY,Music Broadcast Limited,,
RADIOWALLA,Radiowalla Network Limited,,
RAILTEL,RailTel Corporation of India Limited,,
RAIN,Rain Industries Limited,,
RAINBOW,Rainbow Children's Medicare Limited,,
RAJESHEXPO,Rajesh Exports Limited,,
RAJINDLTD,Rajputana Industries Limited,,
RAJMET,Rajnandini Metal Limited,,
RAJOOENG,Rajoo Engineers Limited,,
RAJPALAYAM,Rajapalayam Mills Limited,,
RAJPUTANA,Rajputana Biodiesel Limited,,
RAJRATAN,Rajratan Global Wire Limited,,
RAJRILTD,Raj Rayon Industries Limited,,
RAJSREESUG,Rajshree Sugars & Chemicals Limited,,
RAJTV,Raj Television Network Limited,,
RALLIS,Rallis India Limited,,
RAMANEWS,Shree Rama Newsprint Limited,,
RAMAPHO,Rama Phosphates Limited,,
RAMASTEEL,Rama Steel Tubes Limited,,
RAMBHAJO,Advit Jewels Limited,,
RAMCOCEM,The Ramco Cements Limited,,
RAMCOIND,Ramco Industries Limited,,
RAMCOSYS,Ramco Systems Limited,,
RAMKY,Ramky Infrastructure Limited,,
RAMRAT,Ram Ratna Wires Limited,,
RANASUG,Rana Sugars Limited,,
RANEHOLDIN,Rane Holdings Limited,,
RAPIDFLEET,Rapid Fleet Management Services Limited,,
RAPPID,Rappid Valves (India) Limited,,
RATEGAIN,RateGain Travel Technologies Limited,,
RATNAMANI,Ratnamani Metals & Tubes Limited,,
RATNAVEER,Ratnaveer Precision Engineering Limited,,
RAYMOND,Raymond Limited,,
RAYMONDLSL,Raymond Lifestyle Limited,,
RAYMONDREL,Raymond Realty Limited,,
RBA,Restaurant Brands Asia Limited,,
RBLBANK,RBL Bank Limited,,
RBMINFRA,RBM Infracon Limited,,
RBS,Ramdevbaba Solvent Limited,,
RBZJEWEL,RBZ Jewellers Limited,,
RCDL,Rajgor Castor Derivatives Limited,,
RCF,Rashtriya Chemicals and Fertilizers Limited,,
RCOM,Reliance Communications Limited,,
READYMIX,Readymix Construction Machinery Limited,,
RECLTD,REC Limited,,
REDINGTON,Redington Limited,,
REDTAPE,REDTAPE Limited,,
REFEX,Refex Industries Limited,,
REFRACTORY,Refractory Shapes Limited,,
REGAAL,Regaal Resources Limited,,
REGENCERAM,Regency Ceramics Limited,,
RELAXO,Relaxo Footwears Limited,,
RELCHEMQ,Reliance Chemotex Industries Limited,,
RELIABLE,Reliable Data Services Limited,,
RELIANCE,Reliance Industries Limited,,
RELIGARE,Religare Enterprises Limited,,
RELINFRA,Reliance Infrastructure Limited,,
RELTD,Ravindra Energy Limited,,
REMSONSIND,Remsons Industries Limited,,
REMUS,Remus Pharmaceuticals Limited,,
RENUKA,Shree Renuka Sugars Limited,,
REPCOHOME,Repco Home Finance Limited,,
REPL,Rudrabhishek Enterprises Limited,,
REPRO,Repro India Limited,,
RESPONIND,Responsive Industries Limited,,
RETAIL,JHS Svendgaard Retail Ventures Limited,,
REXPIPES,Rex Pipes and Cables Industries Limited,,
REXPRO,Rexpro Enterprises Limited,,
RFBL,RFBL Flexi Pack Limited,,
RGL,Renaissance Global Limited,,
RHETAN,Rhetan TMT Limited,,
RHFL,Reliance Home Finance Limited,,
RHIM,RHI Magnesita India Limited,,
RHL,Robust Hotels Limited,,
RICHA,Richa Info Systems Limited,,
RICOAUTO,Rico Auto Industries Limited,,
RIIL,Reliance Industrial Infrastructure Limited,,
RIIT,Raajmarg Infra Investment Trust,,
RILINFRA,Rachana Infrastructure Limited,,
RIR,Rir Power Electronics Limited,,
RISHABH,Rishabh Instruments Limited,,
RITCO,Ritco Logistics Limited,,
RITES,RITES Limited,,
RITEZONE,Rite Zone Chemcon India Limited,,
RKDL,Ravi Kumar Distilleries Limited,,
RKEC,RKEC Projects Limited,,
RKFORGE,Ramkrishna Forgings Limited,,
RKSWAMY,R K Swamy Limited,,
RMC,RMC Switchgears Limited,,
RMDRIP,R M Drip and Sprinklers Systems Limited,,
RML,Rane (Madras) Limited,,
RNBDENIMS,R & B Denims Limited,,
RNFI,RNFI Services Limited,,
RNPL,Renol Polychem Limited,,
ROCKINGDCE,Rockingdeals Circular Economy Limited,,
ROCKPP,Rockingdeals Circular Economy Limited,,
ROHLTD,Royal Orchid Hotels Limited,,
ROLEXRINGS,Rolex Rings Limited,,
ROLLT,Rollatainers Limited,,
ROML,Raj Oil Mills Limited,,
ROSSARI,Rossari Biotech Limited,,
ROSSELLIND,Rossell India Limited,,
ROSSTECH,Rossell Techsys Limited,,
ROTO,Roto Pumps Limited,,
ROUTE,Route Mobile Limited,,
ROXHITECH,ROX Hi-Tech Limited,,
ROYALARC,Royal Arc Electrodes Limited,,
RPEL,Raghav Productivity Enhancers Limited,,
RPGLIFE,RPG Life Sciences Limited,,
RPOWER,Reliance Power Limited,,
RPPINFRA,R.P.P. Infra Projects Limited,,
RPPL,Rajshree Polypack Limited,,
RPSGVENT,RPSG Ventures Limited,,
RPTECH,Rashi Peripherals Limited,,
RRIL,RRIL Limited,,
RRKABEL,R R Kabel Limited,,
RSDFIN,RSD Finance Limited,,
RSL,Rajputana Stainless Limited,,
RSSOFTWARE,R S Software (India) Limited,,
RSWM,RSWM Limited,,
RSYSTEMS,R Systems International Limited,,
RTL,Rama Telecom Limited,,
RTNINDIA,RattanIndia Enterprises Limited,,
RTNPOWER,RattanIndia Power Limited,,
RUBFILA,Rubfila International Limited,,
RUBICON,Rubicon Research Limited,,
RUBYMILLS,The Ruby Mills Limited,,
RUCHINFRA,Ruchi Infrastructure Limited,,
RUCHIRA,Ruchira Papers Limited,,
RUDRA,Rudra Global Infra Products Limited,,
RULKA,Rulka Electricals Limited,,
RUPA,Rupa & Company Limited,,
RUSHIL,Rushil Décor Limited,,
RUSTOMJEE,Keystone Realtors Limited,,
RVHL,Ravinder Heights Limited,,
RVNL,Rail Vikas Nigam Limited,,
RVTH,Revathi Equipment India Limited,,
SAAKSHI,Saakshi Medtech and Panels Limited,,
SAATVIKGL,Saatvik Green Energy Limited,,
SABAR,Sabar Flex India Limited,,
SACHEEROME,Sacheerome Limited,,
SADBHAV,Sadbhav Engineering Limited,,
SADBHIN,Sadbhav Infrastructure Project Limited,,
SADHAV,Sadhav Shipping Limited,,
SADHNANIQ,Sadhana Nitro Chem Limited,,
SAFARI,Safari Industries (India) Limited,,
SAFEENTP,Safe Enterprises Retail Fixtures Limited,,
SAGARDEEP,Sagardeep Alloys Limited,,
SAGCEM,Sagar Cements Limited,,
SAGILITY,Sagility Limited,,
SAHAJSOLAR,Sahaj Solar Limited,,
SAHANA,Sahana System Limited,,
SAHASRA,Sahasra Electronic Solutions Limited,,
SAHLIBHFI,Shalibhadra Finance Limited,,
SAHYADRI,Sahyadri Industries Limited,,
SAIFL,Sameera Agro And Infra Limited,,
SAIL,Steel Authority of India Limited,,
SAILIFE,Sai Life Sciences Limited,,
SAIPARENT,Sai Parenteral's Limited,,
SAJHOTELS,Saj Hotels Limited,,
SAKAR,Sakar Healthcare Limited,,
SAKHTISUG,Sakthi Sugars Limited,,
SAKSOFT,Saksoft Limited,,
SAKUMA,Sakuma Exports Limited,,
SALASAR,Salasar Techno Engineering Limited,,
SALONA,Salona Cotspin Limited,,
SALSTEEL,S.A.L. Steel Limited,,
SALZERELEC,Salzer Electronics Limited,,
SAMAY,Samay Project Services Limited,,
SAMBHAAV,Sambhaav Media Limited,,
SAMBHV,Sambhv Steel Tubes Limited,,
SAMHI,SAMHI Hotels Limited,,
SAMMAANCAP,Sammaan Capital Limited,,
SAMPANN,Sampann Utpadan India Limited,,
SANATHAN,Sanathan Textiles Limited,,
SANDESH,The Sandesh Limited,,
SANDHAR,Sandhar Technologies Limited,,
SANDUMA,The Sandur Manganese & Iron Ores Limited,,
SANGAMIND,Sangam (India) Limited,,
SANGANI,Sangani Hospitals Limited,,
SANGHIIND,Sanghi Industries Limited,,
SANGHVIMOV,Sanghvi Movers Limited,,
SANGINITA,Sanginita Chemicals Limited,,
SANOFI,Sanofi India Limited,,
SANOFICONR,Sanofi Consumer Healthcare India Limited,,
SANSERA,Sansera Engineering Limited,,
SANSTAR,Sanstar Limited,,
SANWARIA,Sanwaria Consumer Limited,,
SAPPHIRE,Sapphire Foods India Limited,,
SAPPL,Shree Ajit Pulp and Paper Limited,,
SARDAEN,Sarda Energy & Minerals Limited,,
SAREGAMA,Saregama India Limited,,
SARLAPOLY,Sarla Performance Fibers Limited,,
SAROJA,Saroja Pharma Industries India Limited,,
SARTELE,SAR Televenture Limited,,
SARVESHWAR,Sarveshwar Foods Limited,,
SASKEN,Sasken Technologies Limited,,
SATECH,S A Tech Software India Limited,,
SATIA,Satia Industries Limited,,
SATIN,Satin Creditcare Network Limited,,
SATIPOLY,Sati Poly Plast Limited,,
SATKARTAR,Sat Kartar Life Limited,,
SATTVAENGG,Sattva Engineering construction Limited,,
SAURASHCEM,Saurashtra Cement Limited,,
SAVY,Savy Infra and Logistics Limited,,
SAWALIYA,Sawaliya Food Products Limited,,
SAYAJIHOTL,Sayaji Hotels Limited,,
SBC,SBC Exports Limited,,
SBCL,Shivalik Bimetal Controls Limited,,
SBFC,SBFC Finance Limited,,
SBGLP,Suratwwala Business Group Limited,,
SBICARD,SBI Cards and Payment Services Limited,,
SBIFUNDS,SBI Funds Management Limited,,
SBILIFE,SBI Life Insurance Company Limited,,
SBIN,State Bank of India,,
SCANSTL,Scan Steels Limited,,
SCHAEFFLER,Schaeffler India Limited,,
SCHAND,S Chand And Company Limited,,
SCHNEIDER,Schneider Electric Infrastructure Limited,,
SCI,The Shipping Corporation of India Limited,,
SCILAL,Shipping Corporation of India Land and Assets Limited,,
SCML,Sharp Chucks and Machines Limited,,
SCODATUBES,Scoda Tubes Limited,,
SCPL,Sheetal Cool Products Limited,,
SDBL,Som Distilleries & Breweries Limited,,
SDREAMS,S D Retail Limited,,
SEAMECLTD,Seamec Limited,,
SECL,Salasar Exteriors and Contour Limited,,
SECMARK,SecMark Consultancy Limited,,
SECURKLOUD,SecureKloud Technologies Limited,,
SEDEMAC,SEDEMAC Mechatronics Limited,,
SEIL,Shanti Educational Initiatives Limited,,
SEJALLTD,Sejal Glass Limited,,
SEL,Sungarner Energies Limited,,
SELLOWRAP,Sellowrap Industries Limited,,
SELMC,SEL Manufacturing Company Limited,,
SEMAC,Semac Construction Limited,,
SENCO,Senco Gold Limited,,
SENORES,Senores Pharmaceuticals Limited,,
SEPC,SEPC Limited,,
SEPCPP,SEPC Limited,,
SERVICE,Service Care Limited,,
SERVOTECH,Servotech Renewable Power System Limited,,
SESHAPAPER,Seshasayee Paper and Boards Limited,,
SETCO,Setco Automotive Limited,,
SETL,Standard Engineering Technology Limited,,
SEYAIND,Seya Industries Limited,,
SFL,Sheela Foam Limited,,
SFML,Supreme Facility Management Limited,,
SGFIN,SG Finserve Limited,,
SGIL,Synergy Green Industries Limited,,
SGL,STL Global Limited,,
SGMART,SG Mart Limited,,
SHADOWFAX,Shadowfax Technologies Limited,,
SHAH,Shah Metacorp Limited,,
SHAHALLOYS,Shah Alloys Limited,,
SHAILY,Shaily Engineering Plastics Limited,,
SHAIVAL,Shaival Reality Limited,,
SHAKTIPUMP,Shakti Pumps (India) Limited,,
SHALBY,Shalby Limited,,
SHALPAINTS,Shalimar Paints Limited,,
SHANKARA,Shankara Building Products Limited,,
SHANTHALA,Shanthala FMCG Products Limited,,
SHANTI,Shanti Overseas (India) Limited,,
SHANTIGEAR,Shanthi Gears Limited,,
SHANTIGOLD,Shanti Gold International Limited,,
SHARDACROP,Sharda Cropchem Limited,,
SHARDAMOTR,Sharda Motor Industries Limited,,
SHARDUL,Shardul Securities Limited,,
SHAREINDIA,Share India Securities Limited,,
SHBAJRG,Shri Bajrang Alliance Limited,,
SHEEL,Sheel Biotech Limited,,
SHEETAL,Sheetal Universal Limited,,
SHEKHAWATI,Shekhawati Industries Limited,,
SHEMAROO,Shemaroo Entertainment Limited,,
SHERA,Shera Energy Limited,,
SHETHJI,Shreeji Global FMCG Limited,,
SHIGAN,Shigan Quantum Technologies Limited,,
SHILCTECH,Shilchar Technologies Limited,,
SHILPAMED,Shilpa Medicare Limited,,
SHINDL,Sharat Industries Limited,,
SHIVALIK,Shivalik Rasayan Limited,,
SHIVAMAUTO,Shivam Autotech Limited,,
SHIVAMILLS,Shiva Mills Limited,,
SHIVASHRIT,Shivashrit Foods Limited,,
SHIVATEX,Shiva Texyarn Limited,,
SHIVAUM,Shiv Aum Steels Limited,,
SHK,S H Kelkar and Company Limited,,
SHKSIL,Shri Hare-Krishna Sponge Iron Limited,,
SHOPERSTOP,Shoppers Stop Limited,,
SHRADHA,Shradha Realty Limited,,
SHREDIGCEM,Shree Digvijay Cement Company Limited,,
SHREECEM,Shree Cement Limited,,
SHREEDHAR,Shreedhar Spinners Limited,,
SHREEJISPG,Shreeji Shipping Global Limited,,
SHREEKARNI,Shree Karni Fabcom Limited,,
SHREEOSFM,Shree OSFM E-Mobility Limited,,
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,,
SHREERAMA,Shree Rama Multi-Tech Limited,,
SHRENIK,Shrenik Limited,,
SHREYANIND,Shreyans Industries Limited,,
SHRIAHIMSA,Shri Ahimsa Naturals Limited,,
SHRIKANHA,Shri Kanha Stainless Limited,,
SHRIKRISH,Shri Krishna Devcon Limited,,
SHRINGARMS,Shringar House of Mangalsutra Limited,,
SHRIPISTON,SPR Auto Technologies Limited,,
SHRIRAMFIN,Shriram Finance Limited,,
SHRIRAMPPS,Shriram Properties Limited,,
SHRITECH,Shri Techtex Limited,,
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,,
SHUBHSHREE,Shubhshree Biofuels Energy Limited,,
SHYAMCENT,Shyam Century Ferrous Limited,,
SHYAMDHANI,Shyam Dhani Industries Limited,,
SHYAMMETL,Shyam Metalics and Energy Limited,,
SHYAMTEL,Shyam Telecom Limited,,
SICAGEN,Sicagen India Limited,,
SICALLOG,Sical Logistics Limited,,
SIDDHICOTS,Siddhi Cotspin Limited,,
SIDDHIKA,Siddhika Coatings Limited,,
SIEMENS,Siemens Limited,,
SIGACHI,Sigachi Industries Limited,,
SIGIND,Signet Industries Limited,,
SIGMA,Sigma Solve Limited,,
SIGMAADV,Sigma Advanced Systems Limited,,
SIGNATURE,Signatureglobal (India) Limited,,
SIGNORIA,Signoria Creation Limited,,
SIGNPOST,Signpost India Limited,,
SIKA,Sika Interplant Systems Limited,,
SIKKO,Sikko Industries Limited,,
SIL,Standard Industries Limited,,
SILGO,Silgo Retail Limited,,
SILINV,SIL Investments Limited,,
SILKFLEX,Silkflex Polymers (India) Limited,,
SILKY,Silky Overseas Limited,,
SILLYMONKS,Silly Monks Entertainment Limited,,
SILVERTUC,Silver Touch Technologies Limited,,
SIMBHALS,Simbhaoli Sugars Limited,,
SIMCA,Simca Advertising Limited,,
SIMPLEXINF,Simplex Infrastructures Limited,,
SINCLAIR,Sinclairs Hotels Limited,,
SINDHUTRAD,Sindhu Trade Links Limited,,
SINGERIND,Singer India Limited,,
SINTERCOM,Sintercom India Limited,,
SIRCA,Sirca Paints India Limited,,
SIS,SIS Limited,,
SITINET,SITI Networks Limited,,
SIYSIL,Siyaram Silk Mills Limited,,
SJLOGISTIC,S J Logistics (India) Limited,,
SJS,S.J.S. Enterprises Limited,,
SJVN,SJVN Limited,,
SKFINDIA,SKF India Limited,,
SKFINDUS,SKF India (Industrial) Limited,,
SKIL,SKIL Infrastructure Limited,,
SKIPPER,Skipper Limited,,
SKMEGGPROD,SKM Egg Products Export (India) Limited,,
SKP,SKP Bearing Industries Limited,,
SKYGOLD,Sky Gold and Diamonds Limited,,
SLONE,Slone Infosystems Limited,,
SMARTEN,Smarten Power Systems Limited,,
SMARTLINK,Smartlink Holdings Limited,,
SMARTWORKS,Smartworks Coworking Spaces Limited,,
SMCGLOBAL,SMC Global Securities Limited,,
SMLMAH,SML Mahindra Limited,,
SMLT,Sarthak Metals Limited,,
SMSPHARMA,SMS Pharmaceuticals Limited,,
SMVD,SMVD Poly Pack Limited,,
SNEHAA,Snehaa Organics Limited,,
SNOWMAN,Snowman Logistics Limited,,
SOBHA,Sobha Limited,,
SOCL,Sundrex Oil Company Limited,,
SOFTTECH,SoftTech Engineers Limited,,
SOLARA,Solara Active Pharma Sciences Limited,,
SOLARAPP1,Solara Active Pharma Sciences Limited,,
SOLARINDS,Solar Industries India Limited,,
SOLARWORLD,Solarworld Energy Solutions Limited,,
SOLEX,Solex Energy Limited,,
SOMANYCERA,Somany Ceramics Limited,,
SOMATEX,Soma Textiles & Industries Limited,,
SOMICONVEY,Somi Conveyor Beltings Limited,,
SONACOMS,Sona BLW Precision Forgings Limited,,
SONAL,Sonal Mercantile Limited,,
SONAMAC,Sona Machinery Limited,,
SONAMLTD,Sonam Limited,,
SONATSOFTW,Sonata Software Limited,,
SONUINFRA,Sonu Infratech Limited,,
SOTAC,Sotac Pharmaceuticals Limited,,
SOTL,Savita Oil Technologies Limited,,
SOUTHBANK,The South Indian Bank Limited,,
SOUTHWEST,South West Pinnacle Exploration Limited,,
SPAL,S.P. Apparels Limited,,
SPANDANA,Spandana Sphoorty Financial Limited,,
SPARC,Sun Pharma Advanced Research Company Limited,,
SPCENET,Spacenet Enterprises India Limited,,
SPCL,Shivalic Power Control Limited,,
SPCON,Srinibas Pradhan Constructions Limited,,
SPEB,SPEB Adhesives Limited,,
SPECIALITY,Speciality Restaurants Limited,,
SPECTRUM,Spectrum Electrical Industries Limited,,
SPECTSTM,Spectrum Talent Management Limited,,
SPENCERS,Spencer's Retail Limited,,
SPIC,Southern Petrochemical Industries Corporation Limited,,
SPLIL,SPL Industries Limited,,
SPLPETRO,Supreme Petrochem Limited,,
SPMLINFRA,SPML Infra Limited,,
SPORTKING,Sportking India Limited,,
SPPPOLY,SPP Polymer Limited,,
SPRL,SP Refractories Limited,,
SPUNWEB,Spunweb Nonwoven Limited,,
SRD,Shankar Lal Rampal Dye-Chem Limited,,
SREEL,Sreeleathers Limited,,
SRF,SRF Limited,,
SRGHFL,SRG Housing Finance Limited,,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,,
SRIVASAVI,Srivasavi Adhesive Tapes Limited,,
SRM,SRM Contractors Limited,,
SRPL,Shree Ram Proteins Limited,,
SRTL,Shree Ram Twistex Limited,,
SSDL,Saraswati Saree Depot Limited,,
SSEGL,Sathlokhar Synergys E&C Global Limited,,
SSFL,Srivari Spices and Foods Limited,,
SSFLPP,Spandana Sphoorty Financial Limited,,
SSWL,Steel Strips Wheels Limited,,
STALLION,Stallion India Fluorochemicals Limited,,
STANLEY,Stanley Lifestyles Limited,,
STAR,Strides Pharma Science Limited,,
STARCEMENT,Star Cement Limited,,
STARHEALTH,Star Health and Allied Insurance Company Limited,,
STARPAPER,Star Paper Mills Limited,,
STARTECK,Starteck Finance Limited,,
STCINDIA,The State Trading Corporation of India Limited,,
