provider_symbol,symbol,sector,industry,source
KMRK,KMRK,Consumer Cyclical,Leisure,
KMT,KMT,Industrials,Tools & Accessories,
KMTS,KMTS,Healthcare,Medical Instruments & Supplies,
KMX,KMX,Consumer Cyclical,Auto & Truck Dealerships,
KN,KN,Technology,Electronic Components,
KNDI,KNDI,Consumer Cyclical,Recreational Vehicles,
KNF,KNF,Basic Materials,Building Materials,
KNOP,KNOP,Energy,Oil & Gas Midstream,
KNRX,KNRX,Technology,Software—Application,
KNSA,KNSA,Healthcare,Drug Manufacturers—Specialty & Generic,
KNSL,KNSL,Financial Services,Insurance—Property & Casualty,
KNTK,KNTK,Energy,Oil & Gas Midstream,
KNX,KNX,Industrials,Trucking,
KO,KO,Consumer Defensive,,
KODK,KODK,Industrials,Specialty Business Services,
KOF,KOF,Consumer Defensive,Beverages—Non-Alcoholic,
KOP,KOP,Basic Materials,Specialty Chemicals,
KOPN,KOPN,Technology,Electronic Components,
KOS,KOS,Energy,Oil & Gas E&P,
KOSS,KOSS,Technology,Consumer Electronics,
KPLT,KPLT,Technology,Software—Infrastructure,
KPRX,KPRX,Healthcare,Biotechnology,
KPTI,KPTI,Healthcare,Biotechnology,
KR,KR,Consumer Defensive,,
KRC,KRC,Real Estate,REIT—Office,
KREF,KREF,Real Estate,REIT—Mortgage,
KRG,KRG,Real Estate,REIT—Retail,
KRKR,KRKR,Communication Services,Advertising Agencies,
KRMD,KRMD,Healthcare,Medical Instruments & Supplies,
KRMN,KRMN,Industrials,Aerospace & Defense,
KRNT,KRNT,Industrials,Specialty Industrial Machinery,
KRNY,KRNY,Financial Services,Banks—Regional,
KRO,KRO,Basic Materials,Specialty Chemicals,
KROS,KROS,Healthcare,Biotechnology,
KRP,KRP,Energy,Oil & Gas E&P,
KRRO,KRRO,Healthcare,Biotechnology,
KRT,KRT,Consumer Cyclical,Packaging & Containers,
KRUS,KRUS,Consumer Cyclical,Restaurants,
KRYS,KRYS,Healthcare,Biotechnology,
KSCP,KSCP,Industrials,Security & Protection Services,
KSPI,KSPI,Technology,Software—Infrastructure,
KSS,KSS,Consumer Cyclical,Department Stores,
KT,KT,Communication Services,Telecom Services,
KTB,KTB,Consumer Cyclical,Apparel Manufacturing,
KTCC,KTCC,Technology,Computer Hardware,
KTF,KTF,Financial Services,Asset Management,
KTOS,KTOS,Industrials,Aerospace & Defense,
KTTA,KTTA,Healthcare,Biotechnology,
KULR,KULR,Technology,Electronic Components,
KURA,KURA,Healthcare,Biotechnology,
KUST,KUST,Communication Services,Entertainment,
KVAC,KVAC,Financial Services,Shell Companies,
KVHI,KVHI,Communication Services,Telecom Services,
KVUE,KVUE,Consumer Defensive,,
KVYO,KVYO,Technology,Software—Application,
KWM,KWM,Communication Services,Entertainment,
KWR,KWR,Basic Materials,Specialty Chemicals,
KWY,KWY,Financial Services,Asset Management,
KXIN,KXIN,Consumer Cyclical,Auto & Truck Dealerships,
KYIV,KYIV,Communication Services,Telecom Services,
KYMR,KYMR,Healthcare,Biotechnology,
KYN,KYN,Financial Services,Asset Management,
KYNB,KYNB,Healthcare,Biotechnology,
KYTX,KYTX,Healthcare,Biotechnology,
KZIA,KZIA,Healthcare,Biotechnology,
L,L,Financial Services,,
LAB,LAB,Healthcare,Medical Devices,
LABT,LABT,Healthcare,Biotechnology,
LAD,LAD,Consumer Cyclical,Auto & Truck Dealerships,
LADR,LADR,Real Estate,REIT—Mortgage,
LAES,LAES,Technology,Semiconductors,
LAKE,LAKE,Consumer Cyclical,Apparel Manufacturing,
LAMR,LAMR,Real Estate,REIT—Specialty,
LAND,LAND,Real Estate,REIT—Specialty,
LANV,LANV,Consumer Cyclical,Luxury Goods,
LARK,LARK,Financial Services,Banks—Regional,
LASE,LASE,Industrials,Specialty Industrial Machinery,
LASR,LASR,Technology,Semiconductors,
LAUR,LAUR,Consumer Defensive,Education & Training Services,
LAW,LAW,Technology,Software—Application,
LAWR,LAWR,Industrials,,
LAZ,LAZ,Financial Services,Capital Markets,
LB,LB,Energy,Oil & Gas Equipment & Services,
LBGJ,LBGJ,Industrials,Specialty Industrial Machinery,
LBRDA,LBRDA,Communication Services,Telecom Services,
LBRDK,LBRDK,Communication Services,Telecom Services,
LBRT,LBRT,Energy,Oil & Gas Equipment & Services,
LBTYA,LBTYA,Communication Services,Telecom Services,
LBTYB,LBTYB,Communication Services,Telecom Services,
LBTYK,LBTYK,Communication Services,Telecom Services,
LCFY,LCFY,Communication Services,Internet Content & Information,
LCID,LCID,Consumer Cyclical,Auto Manufacturers,
LCII,LCII,Consumer Cyclical,Recreational Vehicles,
LCNB,LCNB,Financial Services,Banks—Regional,
LCUT,LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
LDI,LDI,Financial Services,Mortgage Finance,
LDOS,LDOS,Industrials,,
LE,LE,Consumer Cyclical,Apparel Retail,
LEA,LEA,Consumer Cyclical,Auto Parts,
LECO,LECO,Industrials,Tools & Accessories,
LEDS,LEDS,Technology,Semiconductors,
LEE,LEE,Communication Services,Publishing,
LEG,LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
LEGH,LEGH,Consumer Cyclical,Residential Construction,
LEGN,LEGN,Healthcare,Biotechnology,
LEN,LEN,Consumer Cyclical,,
LENZ,LENZ,Healthcare,Biotechnology,
LEO,LEO,Financial Services,Asset Management,
LESL,LESL,Consumer Cyclical,Specialty Retail,
LEU,LEU,Energy,Uranium,
LEVI,LEVI,Consumer Cyclical,Apparel Manufacturing,
LEXX,LEXX,Healthcare,Biotechnology,
LFCR,LFCR,Healthcare,Drug Manufacturers—Specialty & Generic,
LFMD,LFMD,Healthcare,Health Information Services,
LFS,LFS,Communication Services,Entertainment,
LFST,LFST,Healthcare,Medical Care Facilities,
LFT,LFT,Real Estate,REIT—Mortgage,
LFUS,LFUS,Technology,Electronic Components,
LFVN,LFVN,Consumer Defensive,Packaged Foods,
LFWD,LFWD,Healthcare,Medical Devices,
LGCL,LGCL,Technology,Software—Application,
LGCY,LGCY,Consumer Defensive,Education & Training Services,
LGHL,LGHL,Financial Services,Capital Markets,
LGI,LGI,Financial Services,Asset Management,
LGIH,LGIH,Consumer Cyclical,Residential Construction,
LGL,LGL,Technology,Scientific & Technical Instruments,
LGN,LGN,Industrials,Engineering & Construction,
LGND,LGND,Healthcare,Biotechnology,
LGO,LGO,Basic Materials,Other Industrial Metals & Mining,
LGPS,LGPS,Industrials,Conglomerates,
LGVN,LGVN,Healthcare,Biotechnology,
LH,LH,Healthcare,,
LHAI,LHAI,Real Estate,Real Estate Services,
LHSW,LHSW,Technology,Software—Infrastructure,
LHX,LHX,Industrials,,
LI,LI,Consumer Cyclical,Auto Manufacturers,
LICN,LICN,Industrials,Specialty Business Services,
LIDR,LIDR,Technology,Software—Infrastructure,
LIEN,LIEN,Financial Services,Asset Management,
LIF,LIF,Technology,Software—Application,
LIFE,LIFE,Financial Services,Insurance Brokers,
LII,LII,Industrials,,
LILA,LILA,Communication Services,Telecom Services,
LILAK,LILAK,Communication Services,Telecom Services,
LIN,LIN,Basic Materials,,
LINC,LINC,Consumer Defensive,Education & Training Services,
LIND,LIND,Consumer Cyclical,Travel Services,
LINE,LINE,Real Estate,REIT—Industrial,
LINK,LINK,Technology,Electronic Components,
LION,LION,Communication Services,Entertainment,
LIQT,LIQT,Industrials,Pollution & Treatment Controls,
LITB,LITB,Consumer Cyclical,Internet Retail,
LITE,LITE,Technology,,
LITS,LITS,Healthcare,Biotechnology,
LIVE,LIVE,Consumer Cyclical,Home Improvement Retail,
LIVN,LIVN,Healthcare,Medical Devices,
LKFN,LKFN,Financial Services,Banks—Regional,
LKFT,LKFT,Healthcare,Biotechnology,
LKQ,LKQ,Consumer Cyclical,Auto Parts,
LKSP,LKSP,Financial Services,Shell Companies,
LLY,LLY,Healthcare,,
LLYVA,LLYVA,Communication Services,Entertainment,
LLYVK,LLYVK,Communication Services,Entertainment,
LMAT,LMAT,Healthcare,Medical Instruments & Supplies,
LMB,LMB,Industrials,Building Products & Equipment,
LMND,LMND,Financial Services,Insurance—Property & Casualty,
LMNR,LMNR,Consumer Defensive,Farm Products,
LMRI,LMRI,Healthcare,Medical Devices,
LMT,LMT,Industrials,,
LNAI,LNAI,Healthcare,Biotechnology,
LNC,LNC,Financial Services,Insurance—Life,
LND,LND,Consumer Defensive,Farm Products,
LNG,LNG,Energy,Oil & Gas Midstream,
LNKS,LNKS,Industrials,Electrical Equipment & Parts,
LNN,LNN,Industrials,Farm & Heavy Construction Machinery,
LNSR,LNSR,Healthcare,Medical Devices,
LNT,LNT,Utilities,,
LNTH,LNTH,Healthcare,Drug Manufacturers—Specialty & Generic,
LNZA,LNZA,Industrials,Waste Management,
LOAN,LOAN,Real Estate,REIT—Mortgage,
LOAR,LOAR,Industrials,Aerospace & Defense,
LOB,LOB,Financial Services,Banks—Regional,
LOBO,LOBO,Consumer Cyclical,Auto Manufacturers,
LOCL,LOCL,Consumer Defensive,Farm Products,
LOCO,LOCO,Consumer Cyclical,Restaurants,
LODE,LODE,Basic Materials,Other Precious Metals & Mining,
LOGI,LOGI,Technology,Computer Hardware,
LOMA,LOMA,Basic Materials,Building Materials,
LOOP,LOOP,Basic Materials,Specialty Chemicals,
LOT,LOT,Consumer Cyclical,Auto Manufacturers,
LOVE,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
LOW,LOW,Consumer Cyclical,,
LPA,LPA,Real Estate,Real Estate—Development,
LPAA,LPAA,Financial Services,Shell Companies,
LPCN,LPCN,Healthcare,Biotechnology,
LPG,LPG,Energy,Oil & Gas Midstream,
LPL,LPL,Technology,Consumer Electronics,
LPLA,LPLA,Financial Services,Capital Markets,
LPRO,LPRO,Financial Services,Credit Services,
LPSN,LPSN,Technology,Software—Application,
LPTH,LPTH,Technology,Electronic Components,
LPX,LPX,Industrials,Building Products & Equipment,
LQDA,LQDA,Healthcare,Drug Manufacturers—Specialty & Generic,
LQDT,LQDT,Consumer Cyclical,Internet Retail,
LRCX,LRCX,Technology,,
LRE,LRE,Real Estate,Real Estate—Development,
LRHC,LRHC,Real Estate,Real Estate Services,
LRN,LRN,Consumer Defensive,Education & Training Services,
LSAK,LSAK,Technology,Software—Infrastructure,
LSBK,LSBK,Financial Services,Banks—Regional,
LSCC,LSCC,Technology,Semiconductors,
LSE,LSE,Energy,Oil & Gas Equipment & Services,
LSF,LSF,Consumer Defensive,Packaged Foods,
LSH,LSH,Industrials,Integrated Freight & Logistics,
LSPD,LSPD,Technology,Software—Application,
LSTA,LSTA,Healthcare,Biotechnology,
LSTR,LSTR,Industrials,Integrated Freight & Logistics,
LTC,LTC,Real Estate,REIT—Healthcare Facilities,
LTH,LTH,Consumer Cyclical,Leisure,
LTM,LTM,Industrials,Airlines,
LTRX,LTRX,Technology,Communication Equipment,
LU,LU,Financial Services,Credit Services,
LUCD,LUCD,Healthcare,Medical Devices,
LUCK,LUCK,Consumer Cyclical,Leisure,
LUCY,LUCY,Healthcare,Medical Instruments & Supplies,
LUD,LUD,Basic Materials,Steel,
LULU,LULU,Consumer Cyclical,,
LUMN,LUMN,Communication Services,Telecom Services,
LUNG,LUNG,Healthcare,Medical Devices,
LUNR,LUNR,Industrials,Aerospace & Defense,
LUV,LUV,Industrials,,
LUXE,LUXE,Consumer Cyclical,Luxury Goods,
LVLU,LVLU,Consumer Cyclical,Apparel Retail,
LVO,LVO,Communication Services,Internet Content & Information,
LVS,LVS,Consumer Cyclical,,
LVWR,LVWR,Consumer Cyclical,Auto Manufacturers,
LW,LW,Consumer Defensive,Packaged Foods,
LWAY,LWAY,Consumer Defensive,Packaged Foods,
LWLG,LWLG,Basic Materials,Specialty Chemicals,
LX,LX,Financial Services,Credit Services,
LXEH,LXEH,Consumer Defensive,Education & Training Services,
LXEO,LXEO,Healthcare,Biotechnology,
LXFR,LXFR,Industrials,Specialty Industrial Machinery,
LXP,LXP,Real Estate,REIT—Industrial,
LXRX,LXRX,Healthcare,Biotechnology,
LXU,LXU,Basic Materials,Chemicals,
LYB,LYB,Basic Materials,,
LYEL,LYEL,Healthcare,Biotechnology,
LYFT,LYFT,Technology,Software—Application,
LYG,LYG,Financial Services,Banks—Regional,
LYTS,LYTS,Technology,Electronic Components,
LYV,LYV,Communication Services,,
LZ,LZ,Industrials,Specialty Business Services,
LZB,LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
LZM,LZM,Basic Materials,Other Industrial Metals & Mining,
LZMH,LZMH,Technology,Information Technology Services,
M,M,Consumer Cyclical,Department Stores,
MA,MA,Financial Services,,
MAA,MAA,Real Estate,,
MAAS,MAAS,Financial Services,Asset Management,
MAC,MAC,Real Estate,REIT—Retail,
MACI,MACI,Financial Services,Shell Companies,
MAGH,MAGH,Industrials,,
MAGN,MAGN,Consumer Defensive,Household & Personal Products,
MAIN,MAIN,Financial Services,Asset Management,
MAIR,MAIR,Industrials,Building Products & Equipment,
MAKO,MAKO,Basic Materials,Gold,
MAMA,MAMA,Consumer Defensive,Packaged Foods,
MAMK,MAMK,Industrials,,
MAMO,MAMO,Consumer Cyclical,Recreational Vehicles,
MAN,MAN,Industrials,Staffing & Employment Services,
MANH,MANH,Technology,Software—Application,
MANU,MANU,Communication Services,Entertainment,
MAR,MAR,Consumer Cyclical,,
MARA,MARA,Financial Services,Capital Markets,
MARPS,MARPS,Energy,Oil & Gas Midstream,
MAS,MAS,Industrials,,
MASK,MASK,Technology,Software—Application,
MASS,MASS,Healthcare,Medical Devices,
MAT,MAT,Consumer Cyclical,Leisure,
MATH,MATH,Financial Services,Capital Markets,
MATV,MATV,Basic Materials,Specialty Chemicals,
MATW,MATW,Industrials,Conglomerates,
MATX,MATX,Industrials,Marine Shipping,
MAX,MAX,Communication Services,Internet Content & Information,
MAYS,MAYS,Real Estate,Real Estate Services,
MAZE,MAZE,Healthcare,Biotechnology,
MB,MB,Consumer Cyclical,Restaurants,
MBBC,MBBC,Financial Services,Banks—Regional,
MBC,MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MBI,MBI,Financial Services,Insurance—Specialty,
MBIN,MBIN,Financial Services,Banks—Regional,
MBLY,MBLY,Consumer Cyclical,Auto Parts,
MBOT,MBOT,Healthcare,Medical Instruments & Supplies,
MBUU,MBUU,Consumer Cyclical,Recreational Vehicles,
MBWM,MBWM,Financial Services,Banks—Regional,
MC,MC,Financial Services,Capital Markets,
MCB,MCB,Financial Services,Banks—Regional,
MCBS,MCBS,Financial Services,Banks—Regional,
MCD,MCD,Consumer Cyclical,,
MCFT,MCFT,Consumer Cyclical,Recreational Vehicles,
MCHB,MCHB,Financial Services,Banks—Regional,
MCHP,MCHP,Technology,,
MCHX,MCHX,Communication Services,Advertising Agencies,
MCI,MCI,Financial Services,Asset Management,
MCK,MCK,Healthcare,,
MCN,MCN,Financial Services,Asset Management,
MCO,MCO,Financial Services,,
MCRB,MCRB,Healthcare,Biotechnology,
MCRI,MCRI,Consumer Cyclical,Resorts & Casinos,
MCRP,MCRP,Technology,Computer Hardware,
MCS,MCS,Communication Services,Entertainment,
MCTA,MCTA,Healthcare,,
MCY,MCY,Financial Services,Insurance—Property & Casualty,
MD,MD,Healthcare,Medical Care Facilities,
MDA,MDA,Industrials,Aerospace & Defense,
MDAI,MDAI,Healthcare,Medical Devices,
MDB,MDB,Technology,Software—Infrastructure,
MDBH,MDBH,Financial Services,Capital Markets,
MDGL,MDGL,Healthcare,Biotechnology,
MDIA,MDIA,Communication Services,Broadcasting,
MDLN,MDLN,Healthcare,Medical Instruments & Supplies,
MDLZ,MDLZ,Consumer Defensive,,
MDRR,MDRR,Real Estate,Real Estate Services,
MDT,MDT,Healthcare,,
MDU,MDU,Utilities,Utilities—Regulated Gas,
MDV,MDV,Real Estate,REIT—Industrial,
MDWD,MDWD,Healthcare,Biotechnology,
MDXG,MDXG,Healthcare,Biotechnology,
MDXH,MDXH,Healthcare,Diagnostics & Research,
MEC,MEC,Industrials,Metal Fabrication,
MED,MED,Consumer Cyclical,Personal Services,
MEDP,MEDP,Healthcare,Diagnostics & Research,
MEGL,MEGL,Financial Services,Capital Markets,
MEI,MEI,Technology,Electronic Components,
MELI,MELI,Consumer Cyclical,Internet Retail,
MEOH,MEOH,Basic Materials,Chemicals,
MERC,MERC,Basic Materials,Paper & Paper Products,
MESO,MESO,Healthcare,Biotechnology,
MET,MET,Financial Services,,
META,META,Communication Services,,
METC,METC,Basic Materials,Coking Coal,
METCB,METCB,Basic Materials,Coking Coal,
MF,MF,Communication Services,Advertising Agencies,
MFA,MFA,Real Estate,REIT—Mortgage,
MFC,MFC,Financial Services,Insurance—Life,
MFG,MFG,Financial Services,Banks—Regional,
MFI,MFI,Technology,Software—Application,
MFIC,MFIC,Financial Services,Asset Management,
MFIN,MFIN,Financial Services,Credit Services,
MFM,MFM,Financial Services,Asset Management,
MG,MG,Industrials,Security & Protection Services,
MGA,MGA,Consumer Cyclical,Auto Parts,
MGEE,MGEE,Utilities,Utilities—Regulated Electric,
MGF,MGF,Financial Services,Asset Management,
MGIH,MGIH,Consumer Cyclical,Packaging & Containers,
MGLD,MGLD,Financial Services,Asset Management,
MGM,MGM,Consumer Cyclical,,
MGN,MGN,Industrials,Engineering & Construction,
MGNI,MGNI,Communication Services,Advertising Agencies,
MGNX,MGNX,Healthcare,Biotechnology,
MGPI,MGPI,Consumer Defensive,Beverages—Wineries & Distilleries,
MGRC,MGRC,Industrials,Rental & Leasing Services,
MGRT,MGRT,Technology,Information Technology Services,
MGRX,MGRX,Healthcare,Health Information Services,
MGTX,MGTX,Healthcare,Biotechnology,
MGX,MGX,Healthcare,Biotechnology,
MGY,MGY,Energy,Oil & Gas E&P,
MGYR,MGYR,Financial Services,Banks—Regional,
MH,MH,Consumer Defensive,Education & Training Services,
MHD,MHD,Financial Services,Asset Management,
MHH,MHH,Industrials,Staffing & Employment Services,
MHK,MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MHO,MHO,Consumer Cyclical,Residential Construction,
MI,MI,Consumer Cyclical,Internet Retail,
MIAX,MIAX,Financial Services,Capital Markets,
MICC,MICC,Consumer Defensive,Packaged Foods,
MIDD,MIDD,Industrials,Specialty Industrial Machinery,
MIMI,MIMI,Industrials,Engineering & Construction,
MIN,MIN,Financial Services,Asset Management,
MIND,MIND,Technology,Scientific & Technical Instruments,
MIR,MIR,Industrials,Specialty Industrial Machinery,
MIRM,MIRM,Healthcare,Biotechnology,
MIST,MIST,Healthcare,Biotechnology,
MITK,MITK,Technology,Software—Application,
MITQ,MITQ,Technology,Communication Equipment,
MITT,MITT,Real Estate,REIT—Mortgage,
MIY,MIY,Financial Services,Asset Management,
MKC,MKC,Consumer Defensive,,
MKC-V,MKC-V,Consumer Defensive,Packaged Foods,
MKDW,MKDW,Consumer Cyclical,Auto Parts,
MKL,MKL,Financial Services,Insurance—Property & Casualty,
MKSI,MKSI,Technology,Scientific & Technical Instruments,
MKTW,MKTW,Financial Services,Financial Data & Stock Exchanges,
MKTX,MKTX,Financial Services,Capital Markets,
MKZR,MKZR,Real Estate,REIT—Diversified,
MLAB,MLAB,Technology,Scientific & Technical Instruments,
MLCI,MLCI,Financial Services,Asset Management,
MLCO,MLCO,Consumer Cyclical,Resorts & Casinos,
MLEC,MLEC,Healthcare,Biotechnology,
MLGO,MLGO,Technology,Software—Infrastructure,
MLI,MLI,Industrials,Metal Fabrication,
MLKN,MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MLM,MLM,Basic Materials,,
MLP,MLP,Real Estate,Real Estate Services,
MLR,MLR,Consumer Cyclical,Auto Parts,
MLSS,MLSS,Healthcare,Medical Instruments & Supplies,
MMD,MMD,Financial Services,Asset Management,
MMED,MMED,Healthcare,Medical Instruments & Supplies,
MMI,MMI,Real Estate,Real Estate Services,
MMLP,MMLP,Energy,Oil & Gas Midstream,
MMM,MMM,Industrials,,
MMS,MMS,Industrials,Specialty Business Services,
MMSI,MMSI,Healthcare,Medical Instruments & Supplies,
MMT,MMT,Financial Services,Asset Management,
MMU,MMU,Financial Services,Asset Management,
MMYT,MMYT,Consumer Cyclical,Travel Services,
MNDO,MNDO,Technology,Software—Application,
MNDR,MNDR,Healthcare,Health Information Services,
MNDY,MNDY,Technology,Software—Application,
MNKD,MNKD,Healthcare,Biotechnology,
MNOV,MNOV,Healthcare,Biotechnology,
MNR,MNR,Energy,Oil & Gas E&P,
MNRO,MNRO,Consumer Cyclical,Auto Parts,
MNSB,MNSB,Financial Services,Banks—Regional,
MNSO,MNSO,Consumer Cyclical,Specialty Retail,
MNST,MNST,Consumer Defensive,,
MNTK,MNTK,Basic Materials,Specialty Chemicals,
MNTN,MNTN,Technology,Software—Application,
MNTS,MNTS,Industrials,Aerospace & Defense,
MNY,MNY,Communication Services,Internet Content & Information,
MO,MO,Consumer Defensive,,
MOB,MOB,Industrials,Aerospace & Defense,
MOBX,MOBX,Technology,Semiconductors,
MOD,MOD,Consumer Cyclical,Auto Parts,
MOG-A,MOG-A,Industrials,Aerospace & Defense,
MOG-B,MOG-B,Industrials,Aerospace & Defense,
MOGU,MOGU,Consumer Cyclical,Internet Retail,
MOH,MOH,Healthcare,Healthcare Plans,
MOLN,MOLN,Healthcare,Biotechnology,
MOMO,MOMO,Communication Services,Internet Content & Information,
MORN,MORN,Financial Services,Financial Data & Stock Exchanges,
MOS,MOS,Basic Materials,,
MOV,MOV,Consumer Cyclical,Luxury Goods,
MOVE,MOVE,Technology,Software—Infrastructure,
MP,MP,Basic Materials,Other Industrial Metals & Mining,
MPA,MPA,Financial Services,Asset Management,
MPAA,MPAA,Consumer Cyclical,Auto Parts,
MPB,MPB,Financial Services,Banks—Regional,
MPC,MPC,Energy,,
MPLX,MPLX,Energy,Oil & Gas Midstream,
MPT,MPT,Real Estate,REIT—Healthcare Facilities,
MPTI,MPTI,Technology,Electronic Components,
MPU,MPU,Communication Services,Entertainment,
MPV,MPV,Financial Services,Asset Management,
MPWR,MPWR,Technology,,
MQ,MQ,Technology,Software—Infrastructure,
MRAM,MRAM,Technology,Semiconductors,
MRBK,MRBK,Financial Services,Banks—Regional,
MRCY,MRCY,Industrials,Aerospace & Defense,
MRDN,MRDN,Consumer Cyclical,Gambling,
MREO,MREO,Healthcare,Biotechnology,
MRK,MRK,Healthcare,,
MRKR,MRKR,Healthcare,Biotechnology,
MRLN,MRLN,Industrials,Aerospace & Defense,
MRM,MRM,Consumer Cyclical,Personal Services,
MRNA,MRNA,Healthcare,,
MRNO,MRNO,Real Estate,Real Estate—Development,
MRP,MRP,Real Estate,REIT—Residential,
MRSH,MRSH,Financial Services,,
MRT,MRT,Technology,Software—Application,
MRTN,MRTN,Industrials,Trucking,
MRVI,MRVI,Healthcare,Biotechnology,
MRVL,MRVL,Technology,,
MRX,MRX,Financial Services,Capital Markets,
MS,MS,Financial Services,,
MSA,MSA,Industrials,Security & Protection Services,
MSAI,MSAI,Technology,Electronic Components,
MSB,MSB,Basic Materials,Steel,
MSBI,MSBI,Financial Services,Banks—Regional,
MSC,MSC,Consumer Cyclical,Resorts & Casinos,
MSCI,MSCI,Financial Services,,
MSD,MSD,Financial Services,Asset Management,
MSDL,MSDL,Financial Services,Asset Management,
MSEX,MSEX,Utilities,Utilities—Regulated Water,
MSFT,MSFT,Technology,,
MSGM,MSGM,Communication Services,Electronic Gaming & Multimedia,
MSGS,MSGS,Communication Services,Entertainment,
MSGY,MSGY,Industrials,Engineering & Construction,
MSI,MSI,Technology,,
MSIF,MSIF,Financial Services,Asset Management,
MSLE,MSLE,Healthcare,Biotechnology,
MSM,MSM,Industrials,Industrial Distribution,
MSN,MSN,Technology,Consumer Electronics,
MSS,MSS,Consumer Defensive,Grocery Stores,
MSTR,MSTR,Technology,Software—Application,
MT,MT,Basic Materials,Steel,
MTA,MTA,Basic Materials,Other Precious Metals & Mining,
MTB,MTB,Financial Services,,
MTC,MTC,Technology,Software—Application,
MTCH,MTCH,Communication Services,Internet Content & Information,
MTD,MTD,Healthcare,,
MTDR,MTDR,Energy,Oil & Gas E&P,
MTEK,MTEK,Technology,Electronic Components,
MTEN,MTEN,Industrials,Metal Fabrication,
MTEX,MTEX,Consumer Defensive,Food Distribution,
MTG,MTG,Financial Services,Insurance—Specialty,
MTH,MTH,Consumer Cyclical,Residential Construction,
MTLS,MTLS,Technology,Software—Application,
MTN,MTN,Consumer Cyclical,Resorts & Casinos,
MTNB,MTNB,Healthcare,Biotechnology,
MTR,MTR,Energy,Oil & Gas E&P,
MTRN,MTRN,Basic Materials,Other Industrial Metals & Mining,
MTRX,MTRX,Industrials,Engineering & Construction,
MTSI,MTSI,Technology,Semiconductors,
MTUS,MTUS,Basic Materials,Steel,
MTW,MTW,Industrials,Farm & Heavy Construction Machinery,
MTX,MTX,Basic Materials,Specialty Chemicals,
MTZ,MTZ,Industrials,Engineering & Construction,
MU,MU,Technology,,
MUA,MUA,Financial Services,Asset Management,
MUC,MUC,Financial Services,Asset Management,
MUFG,MUFG,Financial Services,Banks—Diversified,
MUR,MUR,Energy,Oil & Gas E&P,
MUSA,MUSA,Consumer Cyclical,Specialty Retail,
MUX,MUX,Basic Materials,Other Precious Metals & Mining,
MVBF,MVBF,Financial Services,Banks—Regional,
MVIS,MVIS,Technology,Scientific & Technical Instruments,
MVO,MVO,Energy,Oil & Gas E&P,
MVST,MVST,Consumer Cyclical,Auto Parts,
MWA,MWA,Industrials,Specialty Industrial Machinery,
MWG,MWG,Industrials,Rental & Leasing Services,
MWH,MWH,Utilities,Utilities—Renewable,
MWYN,MWYN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MX,MX,Technology,Semiconductors,
MXC,MXC,Energy,Oil & Gas E&P,
MXCT,MXCT,Healthcare,Medical Devices,
MXF,MXF,Financial Services,Asset Management,
MXL,MXL,Technology,Semiconductors,
MYE,MYE,Consumer Cyclical,Packaging & Containers,
MYFW,MYFW,Financial Services,Banks—Regional,
MYGN,MYGN,Healthcare,Diagnostics & Research,
MYI,MYI,Financial Services,Asset Management,
MYN,MYN,Financial Services,Asset Management,
MYND,MYND,Consumer Defensive,Education & Training Services,
MYO,MYO,Healthcare,Medical Devices,
MYPS,MYPS,Communication Services,Electronic Gaming & Multimedia,
MYRG,MYRG,Industrials,Engineering & Construction,
MYSE,MYSE,Technology,Software—Application,
MYSZ,MYSZ,Technology,Software—Application,
MZTI,MZTI,Consumer Defensive,Packaged Foods,
NA,NA,Technology,Semiconductors,
NAAS,NAAS,Consumer Cyclical,Specialty Retail,
NABL,NABL,Technology,Information Technology Services,
NAD,NAD,Financial Services,Asset Management,
NAGE,NAGE,Healthcare,Biotechnology,
NAII,NAII,Consumer Defensive,Packaged Foods,
NAKA,NAKA,Financial Services,Capital Markets,
NAMI,NAMI,Communication Services,Internet Content & Information,
NAMM,NAMM,Basic Materials,Gold,
NAMS,NAMS,Healthcare,Biotechnology,
NAN,NAN,Financial Services,Asset Management,
NAT,NAT,Energy,Oil & Gas Midstream,
NATH,NATH,Consumer Cyclical,Restaurants,
NATL,NATL,Technology,Software—Application,
NATR,NATR,Consumer Defensive,Packaged Foods,
NAUT,NAUT,Healthcare,Biotechnology,
NAVI,NAVI,Financial Services,Credit Services,
NAVN,NAVN,Technology,Software—Application,
NAZ,NAZ,Financial Services,Asset Management,
NBBK,NBBK,Financial Services,Banks—Regional,
NBH,NBH,Financial Services,Asset Management,
NBHC,NBHC,Financial Services,Banks—Regional,
NBIS,NBIS,Communication Services,Internet Content & Information,
NBIX,NBIX,Healthcare,Drug Manufacturers—Specialty & Generic,
NBP,NBP,Healthcare,Biotechnology,
NBR,NBR,Energy,Oil & Gas Drilling,
NBTB,NBTB,Financial Services,Banks—Regional,
NBTX,NBTX,Healthcare,Biotechnology,
